created_at,user_id,username,name,place,tweet,language,replies_count,hashtags,sentiment,illness
2020-06-01 02:40:21 UTC,21565678.0,soutikbbc,Soutik Biswas,,".⁦@dhume⁩: The rhetoric of self-reliance could easily slide into the familiar territory of closed-mindedness, cronyism and mediocrity. #Covid #India #AtmaNirbharBharat   https://t.co/tIqqQrDfg9",en,0,"['covid', 'india', 'atmanirbharbharat']",NEGATIVE,no illness
2020-05-31 15:32:47 UTC,468250625.0,zee24ghanta,zee24ghanta,,"দেশের অর্ধেক মানুষ করোনা আক্রান্ত হয়ে যাবেন ডিসেম্বরের শেষেই, অভিমত বিশেষজ্ঞের  #Zee24Ghanta #COVID19 #CovidIndia  https://t.co/Jh9p3auQvd",bn,5,"['zee24ghanta', 'covid19', 'covidindia']",NEGATIVE,severe illness
2020-05-31 12:53:16 UTC,68927629.0,moneycontrolcom,moneycontrol,,The #Maharashtra govt has announced a new set of guidelines for #Lockdown5. Here's what's allowed. ��  ✔️ Outdoor physical activities (From 5 am to 7 pm)   ✔️ Garages and workshops can open with prior appointments.   #COVID19 #COVIDIndia   https://t.co/yYQNKXkEZs,en,0,"['maharashtra', 'lockdown5', 'covid19', 'covidindia']",NEGATIVE,no illness
2020-05-31 11:37:36 UTC,68927629.0,moneycontrolcom,moneycontrol,,"#Coronavirus | The fourth phase of the #lockdown saw 85,974 #COVID19 cases. Your take? �✍️  #COVIDIndia    https://t.co/0L93vIhQpd",en,0,"['coronavirus', 'lockdown', 'covid19', 'covidindia']",NEGATIVE,severe illness
2020-05-31 11:09:46 UTC,68927629.0,moneycontrolcom,moneycontrol,,"Just In | The #UttarPradesh govt extended the #lockdown in the state till June 30, with phase-wise relaxation of #restrictions in areas outside containment zones.   #Coronavirus #COVIDIndia    https://t.co/pPyJtM3MbO",en,1,"['uttarpradesh', 'lockdown', 'restrictions', 'coronavirus', 'covidindia']",NEGATIVE,no illness
2020-05-31 09:49:17 UTC,68927629.0,moneycontrolcom,moneycontrol,,".@TCS' work-from-home (WFH) model has set new standards indeed for the IT sector, but many are not convinced. Here's why (via @kpswathi)   #Coronavirus #COVIDIndia #COVID19    https://t.co/grRjZ8PYF3",en,0,"['coronavirus', 'covidindia', 'covid19']",NEGATIVE,no illness
2020-05-31 08:39:11 UTC,68927629.0,moneycontrolcom,moneycontrol,,"On May 30, the Centre released a plan, which it has termed as '#Unlock1'. As per the plan, there will be a considerable easing of #lockdown restrictions. Let's take a look.    https://t.co/3NMuADj8tz   #Coronavirus #COVIDIndia #Lockdown5  https://t.co/aKpNS6sbmv",en,2,"['unlock1', 'lockdown', 'coronavirus', 'covidindia', 'lockdown5']",NEGATIVE,no illness
2020-05-31 04:48:14 UTC,1667122507.0,incrajasthan,Rajasthan PCC,,"PM Modi came to power promising 2 crore jobs a year. But India witnessed the highest unemployment rate in 45 years in 2017-18. Post COVID, India’s unemployment rate soared to an unprecedented 27.11%: Shri  @kcvenugopalmp  #6YearsIndiaInTears  https://t.co/ivIVOdmF2D",en,11,['6yearsindiaintears'],NEGATIVE,no illness
2020-05-30 15:14:00 UTC,277386148.0,asianetnewsml,Asianet News,,രാത്രി 9 മണിമുതല്‍ രാവിലെ 7 മണി വരെ കര്‍ഫ്യൂ; ലോക്ക്ഡൗണ്‍ ഇളവുകളെക്കുറിച്ച് അറിയേണ്ടതെല്ലാം  #IndiaFightsCOVID19 #Lockdownextention #covidindia #COVIDUpdates   https://t.co/Y6KLPQQm4D,ml,0,"['indiafightscovid19', 'lockdownextention', 'covidindia', 'covidupdates']",NEGATIVE,light illness
2020-05-30 14:30:00 UTC,1153045459.0,incindia,Congress,,"PM Modi came to power promising 2 crore jobs a year. But India witnessed the highest unemployment rate in 45 years in 2017-18. Post COVID, India’s unemployment rate soared to an unprecedented 27.11%: Shri @kcvenugopalmp  #6YearsIndiaInTears  https://t.co/wAXBP7VBvq",en,28,['6yearsindiaintears'],NEGATIVE,no illness
2020-05-30 10:23:11 UTC,3109765988.0,bb_thorat,Balasaheb Thorat,,"Modi govt has utterly failed in generating employment in country. What happened to the 2 cr jobs promise? Under him, India witnessed Highest Unemployment Rate in the last 45 years. Post Covid, India’s unemployment rate has soared to an unprecedented 27.11% #6YearsIndiaInTears  https://t.co/wuR4r1cugG",en,10,['6yearsindiaintears'],NEGATIVE,no illness
2020-05-30 09:07:19 UTC,272837528.0,shahnawazkhanmm,Shah Nawazkhan,,"India witnessed the Highest Unemployment Rate in the last 45 years reached in 2017-18 (6.1% overall - 7.8% in Urban India and 5.3% in Rural India). Post-Covid, India’s unemployment rate has soared to an unprecedented 27.11% (CMIE). @kcvenugopalmp  #6YearsIndiaInTears",en,0,['6yearsindiaintears'],NEGATIVE,no illness
2020-05-30 08:07:44 UTC,1667122507.0,incrajasthan,Rajasthan PCC,,"2 Crore Jobs vs. 27% unemployment: PM Modi came to power promising 2 crore jobs a year. But India witnessed the Highest Unemployment Rate in 45 years in 2017-18. Post COVID, India’s unemployment rate soared to an unprecedented 27.11% (CMIE):Shri @kcvenugopalmp #6YearsIndiaInTears  https://t.co/EJ9qSMzeZ2",en,2,['6yearsindiaintears'],NEGATIVE,no illness
2020-05-30 07:26:06 UTC,468250625.0,zee24ghanta,zee24ghanta,,"দেশে করোনা আক্রান্তের সংখ্যা ১.৭৩ লাখ ছাড়াল, মৃত্যুর সংখ্যায় শীর্ষ মহারাষ্ট্র #Zee24Ghanta #COVIDIndia  https://t.co/h8fsmRv9P4",bn,0,"['zee24ghanta', 'covidindia']",NEGATIVE,severe illness
2020-05-30 07:21:37 UTC,1153045459.0,incindia,Congress,,"2 Crore Jobs vs. 27% unemployment: PM Modi came to power promising 2 crore jobs a year. But India witnessed the Highest Unemployment Rate in 45 years in 2017-18. Post COVID, India’s unemployment rate soared to an unprecedented 27.11% (CMIE):Shri @kcvenugopalmp #6YearsIndiaInTears",en,5,['6yearsindiaintears'],NEGATIVE,no illness
2020-05-30 05:04:34 UTC,21565678.0,soutikbbc,Soutik Biswas,,Searing ⁦@IndianExpress⁩ editorial on the solicitor’s general’s remarks in the Supreme Court on the ‘prophets of doom’ aka journalists. #MigrantWorkers #Covid #India  https://t.co/15ZQHYmXvb,en,0,"['migrantworkers', 'covid', 'india']",POSITIVE,no illness
2020-05-30 04:56:53 UTC,2930935453.0,theprintindia,ThePrintIndia,,"Ayodhya to Covid, India is marching forward, says PM Modi in open letter to country   https://t.co/JetobopRjI",en,15,[],POSITIVE,no illness
2020-05-30 03:17:46 UTC,21565678.0,soutikbbc,Soutik Biswas,,"What we have done in our country is not flatten the curve, but distributed the curve in the sense that the curve may be longer but it is not that high, ⁦@ProfBhargava⁩ of ⁦@ICMRDELHI⁩ tells ⁦@timesofindia #Covid #India   https://t.co/aytWZTIyHX",en,1,"['covid', 'india']",NEGATIVE,no illness
2020-05-29 06:11:19 UTC,43280910.0,mobikwik,MobiKwik,,Good things come to those who wait! So stay tuned for this surprise! Why don't you take a guess what this is and tell us in comments? #comingsoon #staytuned #surprise #happysurprise #infinity #longlasting #coronavirus #coronavirusindia #covidindia  https://t.co/L5rqd5Tqfm,en,7,"['comingsoon', 'staytuned', 'surprise', 'happysurprise', 'infinity', 'longlasting', 'coronavirus', 'coronavirusindia', 'covidindia']",POSITIVE,no illness
2020-05-29 04:46:07 UTC,277386148.0,asianetnewsml,Asianet News,,കൊവിഡ് ഇന്ത്യയിൽ കണക്കുകൾ ഇതുവരെ  https://t.co/GnfdrxZCCI #covid19 #covidindia #corona #asianetnews  https://t.co/707tN7ZT0C,ml,0,"['covid19', 'covidindia', 'corona', 'asianetnews']",NEGATIVE,light illness
2020-05-28 16:23:09 UTC,68927629.0,moneycontrolcom,moneycontrol,,"What should you do if a passenger, pilot, or cabin crew member on your flight tests positive for #COVID19?. Watch the video below.   #Coronavirus #COVIDIndia #Aviation    https://t.co/KqzLvAVBiJ  https://t.co/Pbjn0Axjuk",en,0,"['covid19', 'coronavirus', 'covidindia', 'aviation']",NEGATIVE,light illness
2020-05-28 10:02:34 UTC,68927629.0,moneycontrolcom,moneycontrol,,.@MoHFW_INDIA has issued an advisory allowing the reuse of eye protection goggles �. Wondering how to clean them? Follow our step-by-step guide �  #COVIDIndia #Coronavirus #PPEgoggles    https://t.co/vID0k4sJLX,en,0,"['covidindia', 'coronavirus', 'ppegoggles']",NEGATIVE,no illness
2020-05-28 09:46:40 UTC,549243040.0,ketto,Ketto,,#COVIDー19   CovidIndia Task Force has joined hands with Doctors For You to provide PPE kits to doctors &amp; front-line healthcare workers in #Delhi who are risking their lives to protect ours. Please help them.  @covidindiaNTF @DFYIndia @riddhi_mittal    https://t.co/uLlh1kenhC,en,0,"['covidー19', 'delhi']",NEGATIVE,no illness
2020-05-28 06:24:35 UTC,277386148.0,asianetnewsml,Asianet News,,കൊവിഡ് ഇന്ത്യയിൽ കണക്കുകൾ ഇതുവരെ  https://t.co/GnfdrxZCCI #covid19 #covidindia #corona #asianetnews  https://t.co/fJCuMGt3Rb,ml,0,"['covid19', 'covidindia', 'corona', 'asianetnews']",NEGATIVE,light illness
2020-05-28 04:12:33 UTC,161318053.0,bt_india,Business Today,,"Coronavirus India Live Updates: Over 6,500 new COVID-19 cases in 24 hours; country's tally past 1.58 lakh #CoronavirusLockdown #CoronaVirusUpdates #COVID #India    https://t.co/ODFU2UfSeb  https://t.co/UJkBJFqvnk",en,0,"['coronaviruslockdown', 'coronavirusupdates', 'covid', 'india']",NEGATIVE,severe illness
2020-05-28 03:44:31 UTC,147493686.0,sampitroda,Sam Pitroda,,"What is our plan to recover?  How do we get back to normal?  What is new normal?  Who will suffer the most?  How do we pay for this crisis?  Who will pay?  What is the cost? At this stage, we cannot allow migrant workers to suffer anymore. #COVID__19 #covidindia #SpeakUpIndia",en,24,"['covid__19', 'covidindia', 'speakupindia']",NEGATIVE,no illness
2020-05-28 03:44:20 UTC,147493686.0,sampitroda,Sam Pitroda,,"The real TRUTH is that we do not have enough testing, do not know the actual numbers, businesses are broke, jobs have vanished, people have left the cities, the economy is a mess, and the virus has spread. #COVID__19 #covidindia #SpeakUpIndia",en,5,"['covid__19', 'covidindia', 'speakupindia']",NEGATIVE,severe illness
2020-05-28 03:44:11 UTC,147493686.0,sampitroda,Sam Pitroda,,"We need testing and a lot more testing, equipment, health workers, hospital infrastructure, affordable services, medicine, care, concern, and TRUTH. #COVID__19 #covidindia #SpeakUpIndia",en,0,"['covid__19', 'covidindia', 'speakupindia']",NEGATIVE,no illness
2020-05-28 03:43:56 UTC,147493686.0,sampitroda,Sam Pitroda,,It is time for India and Indians to rise for the right reason. Corona crisis is not going away because of hot television debates and false promises.  #COVID__19 #covidindia #SpeakUpIndia  https://t.co/V5kKwdGkIP,en,2,"['covid__19', 'covidindia', 'speakupindia']",NEGATIVE,no illness
2020-05-28 03:43:27 UTC,147493686.0,sampitroda,Sam Pitroda,,"They do not need plans, programs, and promises. They need money to eat and survive. They need to be welcomed at home and given comfort for the hard work and the long journey. These are the people who really matter the most during this crisis.  #COVID__19 #covidindia #SpeakUpIndia",en,0,"['covid__19', 'covidindia', 'speakupindia']",POSITIVE,no illness
2020-05-28 03:43:14 UTC,147493686.0,sampitroda,Sam Pitroda,,"It is time to give our individual and collective voices to their demands for transport, income, and future jobs. They need help now. They cannot wait. #COVID__19 #covidindia #SpeakUpIndia",en,2,"['covid__19', 'covidindia', 'speakupindia']",POSITIVE,no illness
2020-05-28 03:43:02 UTC,147493686.0,sampitroda,Sam Pitroda,,"They are the real builders of our cities, factories, and growth. How can we leave them on roads walking like this? We seem to have lost our soul.  #COVID__19 #covidindia #SpeakUpIndia",en,5,"['covid__19', 'covidindia', 'speakupindia']",NEGATIVE,light illness
2020-05-28 03:42:52 UTC,147493686.0,sampitroda,Sam Pitroda,,"It is a shame that we could not arrange for their transport, water, and food and safety in advance. #COVID__19 #covidindia #SpeakUpIndia",en,4,"['covid__19', 'covidindia', 'speakupindia']",NEGATIVE,light illness
2020-05-27 16:42:54 UTC,68927629.0,moneycontrolcom,moneycontrol,,"#Coronavirus Update | Although cases are rising day by day, no death due to the deadly infection was reported in #Dharavi in the last 24 hours.   #COVIDIndia #Covid_19india    https://t.co/oFzFxFKDi4",en,1,"['coronavirus', 'dharavi', 'covidindia', 'covid_19india']",NEGATIVE,no illness
2020-05-27 13:23:43 UTC,68927629.0,moneycontrolcom,moneycontrol,,#Coronavirus Update | #Maharashtra – the state worst hit by #Coronavirus – accounts for one-third of India’s total #COVID19 tally.   #COVIDIndia    https://t.co/5jlszGArdU,en,0,"['coronavirus', 'maharashtra', 'coronavirus', 'covid19', 'covidindia']",NEGATIVE,severe illness
2020-05-27 12:45:02 UTC,68927629.0,moneycontrolcom,moneycontrol,,"@amazonIN has partnered with @AckoInsurance to provide free health insurance with regard to #COVID19 hospitalisation and treatment up to Rs 50,000. Here's more  #Coronavirus #COVIDIndia     https://t.co/n3iF55VRNO",en,0,"['covid19', 'coronavirus', 'covidindia']",NEGATIVE,no illness
2020-05-27 12:23:29 UTC,68927629.0,moneycontrolcom,moneycontrol,,"The #Goa govt had to change the ink used in #quarantine stamping after several complained of a burning sensation.  But now, fresh reports have emerged.   #Coronavirus #COVIDIndia    https://t.co/BIICwfX36u",en,1,"['goa', 'quarantine', 'coronavirus', 'covidindia']",NEGATIVE,light illness
2020-05-27 12:15:21 UTC,68927629.0,moneycontrolcom,moneycontrol,,"Other than health workers, a few more people have been listed as ""frontline workers"", by @ICMRDELHI. Here's who they are    #Coronavirus #COVIDIndia    https://t.co/bXdfzgWHpS",en,0,"['coronavirus', 'covidindia']",NEGATIVE,no illness
2020-05-27 10:37:31 UTC,68927629.0,moneycontrolcom,moneycontrol,,DID YOU KNOW? Maintaining a 6 ft distance may now be insufficient! Here's what a new study claims.   #Coronavirus #COVIDIndia #Socialdistancing    https://t.co/YC4ogptJQy,en,0,"['coronavirus', 'covidindia', 'socialdistancing']",NEGATIVE,no illness
2020-05-27 09:54:18 UTC,68927629.0,moneycontrolcom,moneycontrol,,"Just In | The #Centre is likely to extend the #lockdown till June 15, as per @CNBCTV18News. Here's what we know so far.   #Coronavirus #COVIDIndia    https://t.co/SYedhmz7DR",en,2,"['centre', 'lockdown', 'coronavirus', 'covidindia']",NEGATIVE,no illness
2020-05-27 09:32:24 UTC,549243040.0,ketto,Ketto,,#COVIDー19   CovidIndia Task Force has joined hands with Doctors For You to provide PPE kits to doctors &amp; front-line healthcare workers in Mumbai who are risking their lives to protect ours. Please help them.  @covidindiaNTF @DFYIndia @riddhi_mittal    https://t.co/syS7AGrxSy,en,0,['covidー19'],POSITIVE,no illness
2020-05-27 01:31:57 UTC,256495314.0,firstpost,Firstpost,,"CRISIL said #recession in the current fiscal (April 2020 to March 2021) is different as #agriculture could soften the blow this time by growing near its trend rate, assuming a normal monsoon. #GDP #economy #lockdownindia #CoronavirusPandemic #covidindia  https://t.co/Pn08lZuRa6",en,0,"['recession', 'agriculture', 'gdp', 'economy', 'lockdownindia', 'coronaviruspandemic', 'covidindia']",NEGATIVE,no illness
2020-05-26 17:21:55 UTC,68927629.0,moneycontrolcom,moneycontrol,,"While @WHO has suspended testing of #HCQ in #COVID19, @ICMRDELHI has said that #India will continue to use it as a preventive measure.   #Coronavirus #COVIDIndia    https://t.co/oia0V8FZyb",en,3,"['hcq', 'covid19', 'india', 'coronavirus', 'covidindia']",NEGATIVE,no illness
2020-05-26 15:53:54 UTC,68927629.0,moneycontrolcom,moneycontrol,,"Unmindful of the #socialdistancing norms, more than 1,000 migrants boarded buses, which would take them to railway stations   #CoronavirusIndia #COVIDIndia    https://t.co/lM5Fq0j9sV",en,0,"['socialdistancing', 'coronavirusindia', 'covidindia']",NEGATIVE,severe illness
2020-05-26 15:45:51 UTC,68927629.0,moneycontrolcom,moneycontrol,,"#Delhi govt’s decision to reserve 20% beds in private hospitals for #COVID19 patients has raised several concerns, here's why   #Coronavirus #COVIDIndia    https://t.co/8xNR25JmRj",en,0,"['delhi', 'covid19', 'coronavirus', 'covidindia']",NEGATIVE,no illness
2020-05-26 15:17:04 UTC,68927629.0,moneycontrolcom,moneycontrol,,"Pained by the plight of #migrantworkers walking home amid the #Coronavirus lockdown, actor #SonuSood arranged for buses to take them to their native states.   #COVIDImpact #COVIDIndia    https://t.co/Dkbh7ZjvpY",en,0,"['migrantworkers', 'coronavirus', 'sonusood', 'covidimpact', 'covidindia']",NEGATIVE,no illness
2020-05-26 15:10:55 UTC,68927629.0,moneycontrolcom,moneycontrol,,"Despite its importance in #COVID19 times, @SetuAarogya has found itself in the news for privacy concerns, and so the govt has now taken a major step.   #Coronavirus #COVIDIndia    https://t.co/orzSFBtyNA",en,0,"['covid19', 'coronavirus', 'covidindia']",NEGATIVE,no illness
2020-05-26 15:03:34 UTC,68927629.0,moneycontrolcom,moneycontrol,,"@ICMRDELHI, that expanded #HCQ as prophylactic to all frontline #COVID19 workers may not budge despite criticism from several quarters, @viswanath_pilla explains why.   #Coronavirus #COVIDIndia    https://t.co/9wnYpOuVQX",en,0,"['hcq', 'covid19', 'coronavirus', 'covidindia']",NEGATIVE,no illness
2020-05-26 14:36:24 UTC,68927629.0,moneycontrolcom,moneycontrol,,What is herd immunity? Will it work against #Covid19? Here's all you need to know   #Coronavirus #COVIDIndia    https://t.co/peyZUKRPuN,en,0,"['covid19', 'coronavirus', 'covidindia']",NEGATIVE,no illness
2020-05-26 14:30:04 UTC,68927629.0,moneycontrolcom,moneycontrol,,A damaging impact on an #economy as large as #India’s caused due to a total #lockdown was imminent. Unemployment went up to 26% in April due to a decrease in #demand and disruption of #workforce.   #Coronavirus #COVIDIndia   For more details:  https://t.co/a8C2odzVB8  https://t.co/1BzmlTr7U3,en,3,"['economy', 'india', 'lockdown', 'demand', 'workforce', 'coronavirus', 'covidindia']",NEGATIVE,no illness
2020-05-26 13:46:33 UTC,25244464.0,manoramanews,Manorama News,,"മഹാരാഷ്ട്ര, തമിഴ്നാട്,ഗുജറാത്ത്, ഡല്‍ഹി സംസ്ഥാനങ്ങളില്‍ രോഗവ്യാപനം നിയന്ത്രണാതീതമായി ഉയരുകയാണ്. രാജ്യത്തെ കോവിഡ് പരിശോധനകള്‍ 31 ലക്ഷമായി ഉയര്‍ന്നു..#CovidIndia #Updates  https://t.co/SYkJMPUjXw",ml,0,"['covidindia', 'updates']",NEGATIVE,no illness
2020-05-26 13:35:05 UTC,68927629.0,moneycontrolcom,moneycontrol,,".@TCS' work-from-home (WFH) model has set new standards indeed for the IT sector, but many are not convinced. Here's why (via @kpswathi)   #Coronavirus #COVIDIndia #COVID19    https://t.co/grRjZ8PYF3",en,0,"['coronavirus', 'covidindia', 'covid19']",NEGATIVE,no illness
2020-05-26 13:14:40 UTC,68927629.0,moneycontrolcom,moneycontrol,,".@FWICE_India has written a letter to #Maharashtra CM Uddhav Thackeray mentioning the guidelines for the resumption of production work, @farooqui_maryam reports.   #COVIDIndia #FilmIndustry #Bollywood    https://t.co/hEKTehCgWS",en,0,"['maharashtra', 'covidindia', 'filmindustry', 'bollywood']",NEGATIVE,no illness
2020-05-26 13:05:17 UTC,68927629.0,moneycontrolcom,moneycontrol,,"Amidst the #COVID19 outbreak, there are concerns among senior citizens about #hospitalisation costs. Providing relief, @ManipalCigna has taken a huge step, @maamitalks brings us the details   #Coronavirus #COVIDIndia    https://t.co/wgLxGzI7ve",en,0,"['covid19', 'hospitalisation', 'coronavirus', 'covidindia']",POSITIVE,light illness
2020-05-26 11:47:57 UTC,68927629.0,moneycontrolcom,moneycontrol,,A govt #homeopathy college claimed to have treated six #Coronavirus patients successfully through this procedure. Find out �   #COVIDIndia #COVID19 #Bhopal    https://t.co/zOl8vx0Efn,en,1,"['homeopathy', 'coronavirus', 'covidindia', 'covid19', 'bhopal']",NEGATIVE,light illness
2020-05-26 11:21:43 UTC,38647512.0,indianexpress,The Indian Express,,"Covid India Tracker | Over 1.45 lakh cases; rate of recovery at 41% and continues to improve, says Health Ministry   https://t.co/1w1cVeyFSw",en,1,[],POSITIVE,no illness
2020-05-26 09:10:00 UTC,7.1176e+17,wionews,WION,,"Watch | As a Tunisian military plane brings back Indian citizens, Indian envoy to Tunisia Puneet Roy Kundal (@prkundal) speaks to WION's @sidhant  'COVID or no COVID, India-Tunisia bilateral continues', the envoy said  @IndiainTunisia  https://t.co/YOlroHQKmk",en,2,[],POSITIVE,no illness
2020-05-26 08:13:06 UTC,68927629.0,moneycontrolcom,moneycontrol,,"The #Centre is looking at deferring the mandatory minimum wage hike for this year, here's why!   #COVIDIndia #Wageworkers #COVIDImpact    https://t.co/UySha8EgsJ",en,0,"['centre', 'covidindia', 'wageworkers', 'covidimpact']",NEGATIVE,no illness
2020-05-26 07:44:35 UTC,260782440.0,anoobhu,Anoo Bhuyan,,"#COVID #India  1. Covid health crisis 2. Migrant and internal displacement crisis 3. Economic crisis 4. Human rights crisis, police abuse 5. Press freedom crisis   +",en,7,"['covid', 'india']",NEGATIVE,severe illness
2020-05-26 07:36:06 UTC,47325599.0,singhvarun,Singh Varun,,Reverse migration a challenge in post COVID India  https://t.co/P0SI650jun via @SquareFeatIndia,en,0,[],NEGATIVE,no illness
2020-05-26 06:41:18 UTC,405527363.0,iqbalgrewal1,Iqbal Singh Grewal,,"COVID-India #unemployment alert! India living a jobs nightmare  - Uber India fires 600 employees, a quarter of its workforce in-country  - 2 in 5 employees are facing salary cuts –ET survey   - 70000 job losses in telecom industry  - CarDekho lays off staff,cuts salary",en,0,['unemployment'],NEGATIVE,light illness
2020-05-26 05:57:44 UTC,2776396662.0,htlifeandstyle,HT Life&Style,,"At the mercy of blackmailers who spread false WhatsApp rumours about Covid, India’s restaurants struggle amidst public indifference, writes @virsanghvi  #coronavirus #restaurants   https://t.co/SrjPUyC9h1",en,1,"['coronavirus', 'restaurants']",NEGATIVE,no illness
2020-05-26 04:30:27 UTC,140879935.0,anshuman1tiwari,anshuman tiwari,,"COVID- India #unemployment alert  - Uber India fires 600 employees, a quarter of its workforce in-country @livemint   - 2 in 5 employees are facing salary cuts –ET survey   - 70000 job losses in telecom industry –CIEL HR   - CarDekho lays off staff,cuts salary @TOIIndiaNews",en,9,['unemployment'],NEGATIVE,no illness
2020-05-26 04:26:28 UTC,1963945884.0,iyervval,Abhijit Iyer-Mitra,,"I write in today’s Daily Guardian: the economic effects of #COVID &amp; India’s continuing diplomatic inertia will cost us dearly. If our inability to differentiate friend from foe doesn’t kill us, then rising protectionism &amp; #3Dprinting will   https://t.co/wjCZn1QCdo",en,9,"['covid', '3dprinting']",NEGATIVE,no illness
2020-05-26 02:46:20 UTC,47325599.0,singhvarun,Singh Varun,,"Reverse migration a challenge in post COVID India. Migrant labourers gone back home impacting construction work, professional losing jobs may shift to tier 2&amp;3 cities.  https://t.co/P0SI64II5N via @SquareFeatIndia",en,2,[],NEGATIVE,no illness
2020-05-26 02:43:20 UTC,47325599.0,singhvarun,Singh Varun,,"Reverse #migration a challenge in Post #COVID #India. The real estate industry is In a fix, with reverse migration, labourers are hard to find and many professionals even would be moving to tier 2&amp;3 cities because of loss of jobs in metro cities.   https://t.co/P0SI64II5N",en,0,"['migration', 'covid', 'india']",NEGATIVE,no illness
2020-05-25 16:08:14 UTC,112341239.0,siromanid,Siromani Dhungana,,The latest Development Communication Journal!  https://t.co/NIWbskif89 Thanks to @ADBSocial @viewfromthecave #covid #india,en,0,"['covid', 'india']",NEGATIVE,no illness
2020-05-25 15:28:17 UTC,14158067.0,jasuja,Monica Jasuja,,Which countries earn the most from the travel and tourism industry and hence impacted by #COVID? India ranks top 10 on the list with 6.8%of it's GDP dependent on travel. Revival depends on how quickly flying fears ars thwarted and a vaccine is available (via @VisualCap )  https://t.co/l7dDWI9U7l,en,0,['covid'],NEGATIVE,no illness
2020-05-25 14:59:55 UTC,68927629.0,moneycontrolcom,moneycontrol,,"""There has been a rise in #COVID19 cases, this is due to people commuting between #Delhi and #Ghaziabad"": District Magistrate Ajay Shankar Pandey   #Coronavirus #COVIDIndia    https://t.co/gJ2plbWIgh",en,1,"['covid19', 'delhi', 'ghaziabad', 'coronavirus', 'covidindia']",NEGATIVE,severe illness
2020-05-25 14:45:57 UTC,68927629.0,moneycontrolcom,moneycontrol,,Flying domestic ✈️? Here are the do's and don’ts to stay safe while catching a flight during #COVID19 times.   For more details:  https://t.co/xfSM2zcnjK   #Coronavirus #COVIDIndia  https://t.co/wSHOcCUkzI,en,0,"['covid19', 'coronavirus', 'covidindia']",NEGATIVE,no illness
2020-05-25 13:55:52 UTC,68927629.0,moneycontrolcom,moneycontrol,,"'The senior management has volunteered to take a 10% cut in compensation', @IDFCFIRSTBank said in a statement. Details �   #CoronavirusIndia #COVIDIndia #JobCuts    https://t.co/hE2OJvnknk",en,0,"['coronavirusindia', 'covidindia', 'jobcuts']",NEGATIVE,no illness
2020-05-25 11:20:50 UTC,68927629.0,moneycontrolcom,moneycontrol,,Delhi CM #ArvindKejriwal has said that the situation in the state is under control and that he has two key concerns. Here's more �  #Coronavirus #COVIDIndia    https://t.co/jXF28Kra0A,en,0,"['arvindkejriwal', 'coronavirus', 'covidindia']",NEGATIVE,no illness
2020-05-25 10:39:51 UTC,68927629.0,moneycontrolcom,moneycontrol,,"Although domestic air travel resumed in the country, several flights ✈️ stood cancelled, leading to chaos, Nishant Pitti, CEO of @EaseMyTrip gives us the details.   #Aviation #COVID19 #COVIDIndia    https://t.co/EE0xOfBOdA",en,1,"['aviation', 'covid19', 'covidindia']",NEGATIVE,no illness
2020-05-25 10:27:48 UTC,68927629.0,moneycontrolcom,moneycontrol,,UP CM #YogiAdityanath has laid down stringent conditions to ensure the social security of #migrantworkers from #UttarPradesh. Here's more   #COVIDIndia #COVIDImpact    https://t.co/GMAAZqq7JI,en,0,"['yogiadityanath', 'migrantworkers', 'uttarpradesh', 'covidindia', 'covidimpact']",NEGATIVE,no illness
2020-05-25 08:39:23 UTC,68927629.0,moneycontrolcom,moneycontrol,,Creativity at its best! Photo studios in #Kerala are rolling out custom-made face masks �. What do you think about this venture?   IN PICS:  https://t.co/oz5lLDfsKU  #Coronavirus #COVIDIndia #COVID19  https://t.co/GmNXmGJrYF,en,2,"['kerala', 'coronavirus', 'covidindia', 'covid19']",NEGATIVE,no illness
2020-05-25 08:26:55 UTC,68927629.0,moneycontrolcom,moneycontrol,,"Just days after restarting operations, three employees from @HyundaiIndia and one employee from @Maruti_Corp has tested #COVID19 positive. Your take? ✍️  #Coronavirus #COVIDIndia    https://t.co/v0EO3euyez",en,0,"['covid19', 'coronavirus', 'covidindia']",NEGATIVE,light illness
2020-05-24 03:34:58 UTC,2682248670.0,soumitmohan,Soumit Mohan সৌমিত মোহন,,"देश मे कोरोना के मामले बढ़े  अब तक कुल पॉजिटिव मामले-131868  अब तक ठीक हुए--54441  अब तक हुई मौत-3867  *24 घन्टे में 6767 नए मामले, 147 मौत*  24 घन्टे में सबसे ज्यादा नए मामले।  41.28 % रिकवरी रेट #COVID #india #CoronavirusIndia",hi,0,"['covid', 'india', 'coronavirusindia']",NEGATIVE,severe illness
2020-05-23 14:38:50 UTC,9.02109e+17,pibsrinagar,PIB in Jammu and Kashmir,,Post-COVID India will emerge more confident and gain esteem in the world arena: Dr.Jitendra Singh  https://t.co/VttJ2IeBYg,en,0,[],POSITIVE,no illness
2020-05-23 13:11:53 UTC,372677761.0,newslaundry,newslaundry,,☝️ This is part of an ongoing series 'The Economics of post-Covid India' by @kaul_vivek.   Become an #NLSena member so that we can do more in the series.  Contribute here:  https://t.co/Zm4Bfebih0,en,0,['nlsena'],NEGATIVE,no illness
2020-05-23 12:36:58 UTC,8.11972e+17,republic,Republic,,Thousands of companies mull China exit after Covid; India next global manufacturing hub?   https://t.co/KyoCgnpXYq,en,34,[],NEGATIVE,no illness
