keywords,likes,tweets
Vaccine,0,"If i took ""vaccines"" i wouldn't take one that was made in china, they can't even make toys...."
Vaccine,1,"“The CDC said 1.2 million doses of the mpox vaccine Jynneos were administered in the United States, and more than 6,900 patients were treated with tecovirimat (Tpoxx), an antiviral medication with activity against orthopoxviruses”"
Vaccine,1,"I had that very conversation with a neighbour today, the vaccine injured woman was not best pleased a me bitching about SF. The WEF lesson then started,  It was funny to watch the wheels click in her head but she soon piped down!"
Vaccine,0,TAKE ACTION NOW! – Two Dangerous Vaccine Bills Pass Assembly Health Committee Vote in NY - DailyClout
Vaccine,159,It’s a tough one James. They’ve totally shattered any confidence in vaccines after the last three years debacle.
Vaccine,0,"He asked to look into the corruption in UkraineHe fast tracked the development of the vaccine that saved 100,000s of livesHe didn’t take millions of dollars in influence money and spread it around his familyHe actually interfered in the electionHe is a bumbling incompetent"
Vaccine,1,They have been out for decades and no one tried to force me to get the chicken pox or measles vaccine after I’d already had those diseases
Vaccine,0,Nobody's perfect but who else is there?DeSantis  isn't that presidential either.Trumps needs to never mention COVID or vaccines again. They knew he was a hypochondriac and he fell for it worst thing he did as president besides hiring the swamp to screw him over.
Vaccine,0,Please make public the contracts you signed with Big Pharma on Covid vaccine.
Vaccine,1,"So where do the current COVID vaccines (say only US &amp; European developed) fall in terms of overall efficacy vs side effects, compared to other big ones like TB, polio, &amp; the ones the military administers for foreign deployments?  I could benefit from more knowledge in that area."
Vaccine,0,"Not a chance. And good luck getting him to admit culpability for about 350,000 Covid deaths in 2020 due to his inaction and golf. Lol he didn’t want to panic anyone. We do give him credit for Operation Warp Speed tho. Yay vaccines!"
Vaccine,1,ain't no way i'm seeing blue checkmarks blame the vaccine for the death of an 87 year old man
Vaccine,0,"- Vaccines didn't work, the mandates were divisive, immoral, and ineffective.- Children's education was sacrificed and the consequences will last for a lifetime.- The lockdowns didn't work and massive harm.""Justified and necessary"" Not quite."
Vaccine,0,"I'll admit we were lied to about the vaccine preventing covid, but there's no denying it reduced symptoms, imo."
Vaccine,1,"Aside from how the data is real, and it isn't ""deadly"", this isn't even an mRNA vaccine.."
Vaccine,0,I blame it on the vaccine😂
Vaccine,1,"""The Vaccine Safety Technical Work Group concluded that most cases of #myocarditis in children were 'mild.'""The Day the Science Died: Covid Vaccines and the Power of Fear  #Amazon via"
Vaccine,0,Population Collapse 10) And let's also not forget to mention the INFERTILITY problem in America. We cannot skip that problem either. All due to factors such as consuming foods that makes us sick. Meds we had to get due to the foods that made us sick. And Covid vaccines.
Vaccine,0,Biden fired Americans w his mandates and got rid of military men that refused to take vaccine but hey let's Bring  in diseases  through illegal immigration so we can get votes and transform America into the #thirdworld   #impeachbiden  #ImpeachMayorkas  do it now
Vaccine,2,Made up bullshit about Trump and RussiaLied about the Hunter laptop2 elections interfered withand yes the vaccines were shit
Vaccine,0,"Do you have even a scrap of information about Covid infections? I only ask as this is the other side of the picture, that you need to understand in order to make fully informed decisions about your health. This obsession with the vaccines is denying you important information."
Vaccine,3,2 questions? How are you so sure they don’t cause autism? Do you agree that the covid vaccines have caused people to suffer serious adverse reactions and death?
Vaccine,2,"This is beyond heart breaking. Trudeau, Freeland &amp; Tam need to sit through all these people telling their stories. They need to stop giving money to corrupt Ukraine &amp; support injured Canadians. And STOP the ""vaccines""."
Vaccine,4,Cos they're part of an elite who are riddled with perverts who want to hypersexualise kids and legalise paedophilia. But we should definitely listen to them on pandemic response and vaccines. ;)
Vaccine,14,Medical student #OliverSacks doing a pediatric rotation &amp; learning about the importance of #Vaccines (c. 1956-7)#FridayArchives #Biography
Vaccine,6,FDA advisers recommend RSV vaccine for pregnant women to protect newborns
Vaccine,0,This conference after the #Covid Summit 3 is on point. Really nice to see a #political institution at this level who actually are making direct contact with the real experts and actuallysoeaking the obvious.#vaccines #BetaTesting #Criminal
Vaccine,1,you need to rewatch the interview if krystal seemed well informed on the vaccine topic to you.
Vaccine,0,"Pretty sure this is the traditional vaccines and not the clot shot.  Having said that, my kids are done with all vaccines.  I would shred the thing and mail it back to them."
Vaccine,0,is very upset that the COVID vaccines were created. She also dislikes the demonization of war criminal Putin. And buys into soft Q anon conspiracy theories about the “evil” WEF Klaus Schwab plot against “nationalism”. Whitney Webb is touring right wing media aswell
Vaccine,0,"EverGlade Consulting Funding Alert: Amendment to BAA Outlines New BARDA Funding Opportunities for Next-generation COVID-19 Vaccines, Monoclonal Antibodies, and Antivirals - Yahoo Finance"
Vaccine,0,"The left defends Biden to the bitter end and the MAGA crew does the same with Trump. Trump is the man who brought the vaccine (Captain Warp Speed) and wasn't a good president, mediocre at best. The spending alone should disqualify him for any rational conservative."
Vaccine,0,"I am an anti-vaxxer and anti big pharma and oppose most GMOs and all toxic pesticides, I have a strong inclination for holistic and natural medicine, you are a communist that is why you support GMOs, pesticides and vaccines, commies hate the natural things and God."
Vaccine,0,"So many lies, as in “downplayed a deadly pandemic” where were you when he held press conferences daily for at least a month and accelerated vaccine development MAGA😀MAGA👍 MAGA😀MAGA👍 MAGA😀MAGA👍 MAGA😀MAGA👍 MAGA😀MAGA👍 MAGA😀MAGA👍"
Vaccine,3,"Do you ever accidently ""muse"" about comparing people to Nazis out loud for getting a vaccine? On camera, no less? Would you ever muse that everyone who has cancer can manage it themselves, and it's on them if it gets to stage four?I've lost healthy young friends to cancer."
Vaccine,0,I think alot of people are now starting to realize that they were used to keep Trump from becoming President again. They had to do whatever it took even if that meant people had to die. I think people now know someone that has died or been injured from the vaccine. So sad...
Vaccine,22,"Mike is no longer a Pfizer exec and also he hasn’t I don’t think made a specific claim about the level of depopulation, only that the vaccines are and will be harmful. He’s not “admitting” here. He’s *accusing* and he has very powerful empirical data to back up the claim."
Vaccine,2,"“just take the bloody vaccine, bucko!”"
Vaccine,1,I honestly gave up when I found out that long Covid symptoms are being attributed to the vaccine.
Vaccine,1,"Yes, it destroys the immune system That's why there have been cases of vaccine induced AIDS, known as VAIDS. And apparently it's worse with each booster."
Vaccine,9,What a heartbreaking story. I support you 100% in your important advocacy for vaccine injury awareness. Blessings.
Vaccine,2,Making a crackhead that's robbing people to get a fix go into treatment is much different than. The government forcing an experimental vaccine on the entire population or they weren't allowed to work or join society. Kinda relevant
Vaccine,2,Like the mass murder of millions via a virus/vaccine scheme maybe?  Change of function in labs which is punishable by death?
Vaccine,0,Man flu. Lol the vaccine induced immune deficiency so I’m not surprised.
Vaccine,2,It’s uncanny. How do they achieve the transformation? The drugs are obviously as effective as the vaccine.
Vaccine,0,"Meryl Nass FDA's vaccine advisory committee (VRBPAC) votes to approve Pfizer's RSV drug in pregnant women with a 10:4 split. 4 new temp members appeared yesterday and all voted to approve., by"
Vaccine,1,"Bro they do not care about vaccine status, they will probably judge you internally but they do not care they do a job and get paid well to do it.  Twitter bots are 5:1 to real people now."
Vaccine,0,Oh and the vaccines are safe and effective? 🤡
Vaccine,0,ever received by a President. Got the covid vaccine passed in record time. Freed American energy. Gas was a dollar something to $2 a gallon. Our Southern border was secure. He never lied to the American people. Enough for now. Johnny The Patriot
Vaccine,0,Vaccines have fuck her up badly.
Vaccine,0,Asthma is a vaccine injury
Vaccine,0,I’d love a booster every three months (hook me up?) but I’d much prefer you lower the risk of becoming infected until you make a sterilizing vaccine and/or treatment that works and is available to everyone.
Vaccine,0,"Why do you proliferate the MainstreamMedia Narrative and say virus when we all know it's a lab produced Bioweapon, and vaccine when we all know it's an mRNA kill shot designed to ruin one's biological defenses, and further the Depopulation Agenda?"
Vaccine,4,Or over 1.6 billion people killed by the bill gates 'vaccine' so far worldwide 🇬🇧🇬🇧🇬🇧
Vaccine,0,They have dropped since the COVID vaccines came out. It’s in the link you provided.
Vaccine,1,The latest research shows a strong correlation between inflation and the vaccine rollout...
Vaccine,0,"My stupid human got covid from his trip, I warned him leaving me boxed up and taking that other idiot would come and bite him.So far everyone I interacted with has tested negative, this stuff is nasty, glad I got every Vaccine I could or this would have really kicked my butt."
Vaccine,0,"nopeLibertardians are rightwing in the US, they all deny it, but it is none-the-less true. Talk to any of them long enough and the batshit always comes out, usually about guns, lizard people or vaccines - besides, look at those bottom chuds🤣"
Vaccine,1,"Thank you! Viva vaccines, and also, I meant ""were"" in the previous reply. &lt;hands in editor card&gt;"
Vaccine,0,So the COVID vaccine is no longer available anywhere?This is YET ANOTHER claim of yours that I doubt you'll back up with evidence.
Vaccine,0,"I'm sorry to hear you experienced that, though can I ask why exactly you think it was vaccine related? Thrombocytopenia normally develops in around 5-10% of people either during pregnancy or in the immediate postpartum period."
Vaccine,0,When are we going to address this? When will you speak out on vaccine injuries and death? Why is the government not recording deaths or injuries? Still waiting for you to speak on this and still nothing from you!!
Vaccine,21,"Now I know you're talking rubbish. There are many simple things: vaccines, masking, ventilation, regular testing, isolation if infectious, Evushield."
Vaccine,2,Vaccine worked out well for you I see
Vaccine,0,Sudden Cardiac Deaths have been studied in athletes younger than 20 going back as far as 1935...but sure...it's the vaccine 🤡
Vaccine,1,How many times do we have to proofs that these guys are wrong? Just like the COVID vaccines face mask &amp; chloroquine saga??Only for them to come back and retreiate that they were wrong?? When will we all learn??
Vaccine,0,"True words. Been amazed how Fear was such a driving force and still continues. BC has now created laws, some i would never believed possible. Informed Consent doesnt exist for these vaccines, you cant even refuse or you cant hold a board registration or license. How can it be?"
Vaccine,4,"""You seem young. Do you have a medical condition?"" No, lady, I just made a vaccine appt in advance then waited in line for half an hour on a Friday afternoon while being the only person in the entire pharmacy wearing a mask for funsies. This is how I love to spend my free time."
Vaccine,0,Currently getting vaccines rn
Vaccine,0,"Yeah except you fired nurses, firefighters and police that had natural immunity because they wouldn't take an unnecessary, experimental drug made by liars? And you supported vaccine passports to enter society? You and Inslee are scumbags and we'll never let you forget!"
Vaccine,0,The vaccine that Rump fastracked and she is favor of? Sounds like Collusion.
Vaccine,0,"Study found long-term brain damage associated with COVID-19, not vaccine | Fact check - USA TODAY. Someone needs to share this with the Livestock Wormer crowd"
Vaccine,1,"Most people aren't blindly pro or anti vaccine, MRNA vaccines for COVID were largely untested with no known long term effects. If MRNA technology can fight cancer, it can theoretically also compromise the immune systems ability to defend against other cancers. Much still unknown"
Vaccine,0,"Then by all means; show the data that supports your claims about negative vaccine reactions. You would think you would gladly provide that information so that more people can see ""the truth"". But you won't, because you can't."
Vaccine,0,Damn vaccine! #DiedSuddendly
Vaccine,2,"I’m not sure which account number I’m on, but I’ve been suspended or locked out WAY more than 10 times. Also locked out for going against mandatory vaccines. In fact I was locked out for a week, two weeks ago. Twitter still has people who hate the truth."
Vaccine,0,And with the  smallpox vaccine added in
Vaccine,2,THE PURPOSE OF THE VACCINES IS NOT TO PROTECT YOU FROM COVID THEIR PURPOSE IS FOR DEPOPULATING OUR PLANET
Vaccine,0,I didn't make the claims either.It was a vaccine made in warped speed during the Trump administration. Trump even criticized the scientists for not making it available until after the election. There wasn't sufficient time to test its efficacy. I had Covid once for 3 days.
Vaccine,2,"Lockdowns killed our economy and vaccines were used for gene therapy, not the covid flu. But according to the F-Liberals, had I said anything they would have branded me as part of a small finge minority."
Vaccine,3,Remember when that was your agenda? To ask if they had the vaccine when people died “of covid” lol someones triggered. Take the mask off and breathe. You might be ok. You might die suddenly.
Vaccine,4,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,1,"I don't know how many times I have to say this, but a bio weapon that results in an uptick of all cause mortality by less than half a percent is NOT an effective bioweapon. Is the vaccine ineffective and dangerous? Absolutely.Is it a bio weapon? Absolutely not"
Vaccine,0,"Noi, RFK Jr. is not a ""shining light"" on the issue of vaccines. He made up a bunch of shit that has no basis in biological science."
Vaccine,1,"7/12 ""On February 27 of this year, papers with 100s of profiles of suspected Covid vaccine injuries and deaths were plastered onto the doors and windows of CBC Toronto."""
Vaccine,2,Now the vaccine has aids and not some magic cyberpunk fantasy shit?
Vaccine,1,Mr. Blair’s lobbying for vaccine passports is beyond frightening!
Vaccine,1,If you actually believe that our big pharma and government would admit to the possibility of vaccines causing autism. Then you’re asleep. I suppose you don’t believe the Covid vaccine is killing people either.
Vaccine,0,"illegals.  We don't know where they've come from. If they've had any required vaccines like polio, measles,  Hep. What about all the kids here, I'm sure they haven't.  When is the next terrorist attack. How many got in our country. Biden is tied"
Vaccine,13,"Study found long-term brain damage associated with COVID-19, not vaccine | Fact check - USA TODAY"
Vaccine,0,You discredit the CDC even further with every tweet. Kids do not need ANY Covid vaccines. Every dose is 100% risk and zero benefit.
Vaccine,2,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,1,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,1,It saved &amp; it also injured. My mom was severely injured from the vaccine &amp; she was forced to take it because she lives in assisted living. She had the first two &amp; her doctor said no more. For me it's not a myth when I see an 80 year old &amp; doctor confirmed vax injury. Not ideology
Vaccine,19,I dont trust any vaccines now
Vaccine,2,I had the two-shot shingles vaccine two years ago and so far so good
Vaccine,2,You mean the man who did an unethical and largely farcical study to try and discredit a particular combination vaccines while he held a patent for another one?That ~Mr~ Wakefield?
Vaccine,23,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,he said he trusts his immune system more that the vaccine idk if that makes him an anti vaxxer
Vaccine,1,"The ones who refuse to debate vaccine injuries - so thats all of them minus Chope &amp; Brigden, i.e. 648"
Vaccine,0,I wrote a note saying my son is not to be vaccinated as he has had previously reactions to certain vaccines.
Vaccine,6,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,4359,My son informed me his baby boy won’t be getting any vaccines. I totally understand why. Do any of my Twitter friends disagree with their decision? I’m honestly on board with all opinions.
Vaccine,0,Spike Proteins in mRNA Vaccines Cause Unusual Clumping in the Bloodstream -
Vaccine,1,I’ve only had blood drawn once which was when I was 11 and they literally had to call 5 other nurses to pin me down 😀 but for vaccines and stuff I’m calm with those
Vaccine,0,Now do COVID 19 vaccines and lockdowns.
Vaccine,11,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,5,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,1,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,7,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,"This son of a bitch John Kerry is coming after American farmers!! The world has had ENOUGH of you FUCKING NWO enslavement killers!! Death by starvation, Death by vaccines Death by poisoning our food! Death by poisoning our skies!! The citizens of the world need to STAND UP! DEATH"
Vaccine,0,To The Old People Voting National.They Gonna Stop The Vaccine Program.A Vote To Die For.😁😁😁😁😁😆😆 Sofs.
Vaccine,1,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,3,I am beginning to suspect vaccines they give to new born babies.
Vaccine,1,A Kennedy vs. Trump general election is very likely to be the funniest possible thing that could happen in 2024 and I fully support it.All the Republicans backing Kennedy because of Fauci and all the Democrats backing Trump because their precious vaccine. 😂🤣
Vaccine,1,"I've shown you multiple links. I don't know what else to say. There's been no addition to the vaccine schedule in over a decade yet rates are increasing. Unvaxxed show signs at exactly the same time. Regardless of a rise or not, it's NOT vaccines."
Vaccine,0,Germany around 50k LESS deaths than UK with 20mill more population NHS were using BINBAGS as PPE.‘World beating’ test pragram?? 37BILLION for what amounted to a PowerPoint presentation.1st vaccine-johnson desperately needed a win because he had cocked up everything so badly.
Vaccine,0,You aren't paying attention.  I am confident that anyone with an open mind that researches the issue of vaccine injury and looks at both sides will come away with the understanding that vaccines are dangerous and need to be halted immediately.
Vaccine,2,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,1,Dr. Horacio Asbun highlights a new #vaccine for #PancreaticCancer with ! Read more:
Vaccine,0,"Fortunately, both WHO and CDC agree now that the wild type should no longer be part of new vaccines.But the problem of slow vaccine updates remains. XBB emerged in Singapore in October 2022, and only a full year later we will get XBB.* based vaccines according to current plans."
Vaccine,0,"With our ""Official Non-Opposition"" their game is to focus on surface issues rage farming while ignoring the vaccine genocide and the #NCI. It's BULLSHIT."
Vaccine,1,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,2,Even smart people can be wrong Bryn. I strongly believe Autism and Vaccine are co-related in some kids ( For me vaccines have always side effects that average person do not have. May be my genes)
Vaccine,0,Brexit derangement syndrome….. we need a vaccine for it as they all seem to like a vaccine or 2
Vaccine,0,"These ""covid vaccines "" don't protect at all. They are just poison, that's all. They are done to accelerate death."
Vaccine,1,You are wrong.  Where are the head to head studies comparing the health of unvaccinated kids to vaccinated ones?  (Big Pharma won’t allow it.  Why not?)  Why do vaccine manufacturers insist on immunity from prosecution for vaccine injury if their products are safe &amp; effective?
Vaccine,0,Maybe because Pediatricians get paid every time they give a vaccine.
Vaccine,1,It was a vaccine conspiracy electronic billboard on the side of a barn today. 🙄 Can't remember specifics up and around 23 just wincing a lot.
Vaccine,0,"Ivor on Mainstream: Lockdown, Mask and Vaccine Truth-Bombs Abound!  via"
Vaccine,1,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,3,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,1,"Remember when i told you the vaccine was a medical farce, im still waiting on my apology from you"
Vaccine,1,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,1,"Nope.One of the consequences of widespread use of successful new vaccines like COVID-19 vaccines, is that a new crop of non-expert vaccine denialists pop up to parrot the usual long-debunked talking points."
Vaccine,0,Since a year and a half the dogs vaccines  are mRNA like with the non existent Covid vaccine
Vaccine,3,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,"Ah see you can't answer the question.Again, so you support just being able to invade and kill any country you want?Get a job you dole scum. The vaccine doesn't kill anyone either."
Vaccine,0,Second vaccine booster?
Vaccine,0,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,1,"These vaccines are not new. The rabies vaccine is mRNA and has been on the market since 2017. An Ebola mRNA vaccine was also trialled, and marketed with no issues. These are the future. Whether you like that or not."
Vaccine,76,"Lowering costs for seniors is a top priority. That’s why I was proud to pass the Inflation Reduction Act, which cuts and caps prescription drug costs and expands access to free vaccines."
Vaccine,0,"This is like organizations piling on to support harsh vaccine mandates longer than needed. In this case, people looking around downtown Vancouver at night see what they see and know something's very wrong. And they see the death stats which are indisputable."
Vaccine,1,mRNA looks promising while anti-vaxxerism continues to look dumb AF. Pancreatic Cancer mRNA Vaccine Moves Closer to Reality - Bloomberg
Vaccine,65,"I am STILL SO ANGRY that people think vaccines are enough and that COVID-19 infections being asymptomatic or mildly symptomatic is fine.This is a respiratory AND vascular disease that does long-term damage to the body, whether you have acute symptoms or not."
Vaccine,2,I'm sorry. I voted for him for his first term.But he force-vaxxed too many people.He supports mandatory vaccines for all school children.He closed our schools for 18 months.He instituted a Statewide curfew for all Californians!I will never vote for him again.
Vaccine,0,"He has significant disagreements with Trump over his handling of COVID, such as his early agreement to shut down the economy, his allowing Fauci to run rampant with vaccine and mask mandates, his support of the massive spending of the CARE act (which caused our inflation)."
Vaccine,0,Theyre all vaccines - of course they have inflammatory ingredients- theyre vaccines- sometimes the stupid burns
Vaccine,0,Big pharma with vaccines were bigger
Vaccine,0,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,1,Is that why you forced women to get the COVID vaccine??????
Vaccine,5,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,Please read this about vaccine injuries 👩🏻‍🦽
Vaccine,2,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,4,The vaccine didn't kill him want a dumb comment he was 87 enough with post your conspiracy theorie in the comments about this man's death it just ain't right.
Vaccine,0,Just told the pediatrician we were pausing on all vaccines. She was like “ok” Didn’t even give me any grief. Due for a meningitis booster. I was ready for a throw down. 😂
Vaccine,0,"Fauci medal, lockdowns, vaccines oh my."
Vaccine,0,The vaccines didn't help anything.You know that .
Vaccine,2,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,"And no I’m not saying what I’m pretty sure half you people are thinking . Not saying his vaccine side effect issues caused his weight miss, no way to know that . Just that vaccine ordeal must be a ‘frustrating’ ordeal..bc it is ..  just a bit of trolling for u Libs"
Vaccine,1,"The vaccines ""were designed to injure, to maim and to kill."" Michael Yeadon tells the truth even though our governments lie to us. Better the uncomfortable truth than the soothing lie."
Vaccine,0,"Does this vaccine injection schedule for newborns, infants and children seem extreme to anyone else?  Did you know that newborns get a hepatitis B injection on their day of birth?"
Vaccine,3,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,2,"Nobody believes anything you or your cronies say. You sold out Ireland to the   and . Crickets about the vaccine injured, the climate scam, banning free speech or your disastrous Soros inspired immigration policy. Shame on you!"
Vaccine,0,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,"Reparation for vaccine harm that members of EU are requiring in May 3, 2023"
Vaccine,0,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,4,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,2,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,1,"""...treatment with the BCG vaccine was associated with a 20% lower risk of Alzheimer's disease and related dementias. The protective association was greater in patients aged 70 years or older.""Also, ""treatment with BCG vaccine was associated with a 25% lower risk of death.""‼️"
Vaccine,0,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,2,No it means people who believe in conspiracy theories like about the vaccine and stuff.
Vaccine,0,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,"The government insist in shutting down all farmers so we all eat Bill Gates lab grown meat, ¿do you see the pattern? This an evil plan worse than those vaccines, they sold their soul to the devil, so the cult it’s doing the devil dirty work"
Vaccine,0,trump promoted the vaccine. promoted the booster. call ppl who dont give their vaccine status gutless. trump killed ppl cause they trusted him on the vax
Vaccine,1,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,"Turns out that fake papers have been rising and due to anything 'fashionable'Well I never?! Covid, vaccines, facemasks etc .. now .. guess what comes next?"
Vaccine,0,But what about the vaccines..Don't they work then?
Vaccine,0,Have another vaccine
Vaccine,1,Maybe maybe I’m just asking those questions that others want to forget.. how many of these “suddenly and unexpected” deaths had the vaccine..if it’s clearly swayed in one way or the other we’d know.. but if it was swayed one way they won’t want to admit it.. best not say
Vaccine,0,The Nuclear Hoax! Another Rothschild Zio Cabal fear mongering psychological operation! #covid #vaccines #bigpharma #canada #ottawa #weaponized #weather #rigged #reality #hiroshima #fake #nukes #climatechange #onstorm #Rothschild #lgtbq #ChildAbuse #god
Vaccine,0,"health care it will result in a real emergency which will serve as a perfect legitimation of lockdowns. (oh sh#t this happened in 2020). Then propagandize for new ""vaccines"" which make people more susceptible for the disease..and you'll have your pandemic lasting longer."
Vaccine,0,"More like ""religion."" Like the covid vaccine (and insisting men are women or vice versa), masks became a tenet of the religion of Leftism, and requiring them is how every good little Leftist shows they're a good little Leftist (a.k.a., a good person)."
Vaccine,0,"We need to thank these heroes!! Thank you so much, you’re the best!""GET READY TO EAT YOUR VACCINES"" 'MRNA' VACCINES GO IN YOUR FOOD SUPPLY THIS MONTH"
Vaccine,20,Ordered mine earlier for my little boy who has sensory processing although I now know it’s actually vaccine injury. I remember both me and my wife saying how he’d changed on the day he had him MMR it destroyed his brain
Vaccine,0,"They only take around 10% longer on average to produce. Why do you feel there was no training for people administering the vaccine to ensure they were not injecting it directly into a vein? Which, as we know with the way MRNA works, could be potentially harmful."
Vaccine,0,Ain't no cure or vaccine for this.
Vaccine,0,Are any of these dealing with the catastrophic increase in excess deaths or supporting the vaccine injured?
Vaccine,64,"The Netherlands was a trial. See how cooperative people are. Tests by doing it in a cooperative way, then loudly talking about forcing them out and see how much outcry it creates. Then copy the model to other countries. Same was done with the vaccines in 2020/2021."
Vaccine,0,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,"Infectious disease mortality from measles, pertussis, diphtheria, polio, TB, typhoid, dysentery &amp; the flu became statistically insignificant by 1955 - decades before 95% of today's vaccines became available. Vaccines are made for profits, not healthcare."
Vaccine,0,As in no nuance? All vaccines arent the same. They have different efficacy and safety that need to be assessed specifically
Vaccine,0,"At the beginning, COVID was very much akin to TB - very easily spreadable and, before vaccines, very fatal. You clearly choose not to remember the overwhelmed hospitals (and doctors), the bodies piling up in morgues. There was nothing constitutional about what was done."
Vaccine,5,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,"We have economy and crime troubles because of Donny's (don't count, you'll find more cases and quagmire of vaccine distribution) miserable handling of the pandemic. Screwed up use of only tool humanity has in pandemics, physical separation."
Vaccine,1,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,1,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,2,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,2,"Most kids will survive measles, but some won't. Why would anyone take that risk over a vaccine that's been used safely and effectively for decades? Vaccines also protect the immunocompromised through herd immunity. The fewer people vaccinated, the more risk we all face. Stupid."
Vaccine,0,Don't let me catch you approving the use of toxic fertilisers or vaccines in agriculture!
Vaccine,0,"COVID Emergency Over, but Hundreds Are Still Dying WeeklyRead more at:"
Vaccine,2,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,2,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,Yes but it was in three shots so it's easier to explain like that. But yeah after this I learned they have been lying or omitting shit about all the vaccines. No warning no like side effects lost like with other medications. Nothing just a page that says oh their arms or legs might be sore bullshit. It also opened my eyes to the fact that all these vaccines aren't trialed together 🤯
Vaccine,1,Thank you. The field is saturated with plenty of people talking about the bioweapon shot. So I like to focus on parents and childhood vaccines.
Vaccine,3,Praying for vaccine injury to be a thing of the past soon. 🙏🏻❤
Vaccine,1,"Nurse confirms everyone who has had the vaccine is a ""ticking timebomb for cancer""Follow: Q Confidential Database Archive"
Vaccine,0,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,5,Reverse psyops. I will believe it when the remove all the rainbow flags. End the Ukraine war. Admit to mRNA vaccine debacle. And 6 other things.
Vaccine,1,"I'm an educated woman. And, I am doubtful of vaccines for my newborn grandchild. I actually fear them now. And, as far as getting a pneumonia, flu, or whatever for myself--nope."
Vaccine,1,"Omfg let it go, they're aren't even pushing the vaccine like that anymore. FIND A NEW CAUSE TO FAKE WORRY ABOUT"
Vaccine,1,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,0,"The study explored the long-term neurological effects of the COVID-19 infection, not the vaccine."
Vaccine,3,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
Vaccine,28,"Vaccines do NOT cause autism, which was his stance before COVID. That theory has been disproven since the early '90s. Search for vaccines and autism.Childhood vaccines: Tough questions, straight answers - Mayo Clinic"
Vaccine,10,VACCINES ARE CAUSING BLOOD CLOTS! 🤯😱🚫💉🚨👇
